class_exam_cd,exam_id,uni_name,unit_id,subject_name,subject_id,chapter_name,chapter_id,topic_id,topic_name,topic_priority,topic_sequence
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3157,General Introduction of Group 15 Elements,11,2
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3158,Physical Properties of Group 15 Elements,5,3
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3159,Chemical Properties of Group 15 Elements,1,4
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3161,General Introduction of Group 16 Elements,10,5
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3162,Physical and Chemical Properties of Group 16 Elements,2,6
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3163,Important Compounds of Group 15 and 16 Elements,8,7
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3164,General Introduction of Group 17 Elements,11,8
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3165,Physical and Chemical Properties of Group 17 Elements,3,9
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3166,Important Compounds of Group 17 and 18 Elements,7,10
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3167,General Introduction of Group 18 Elements,12,11
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3168,Physical Properties of Group 18 Elements,6,12
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3169,Chemical Properties of Group 18 Elements,4,13
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,"The P-Block Elements (Group-15, 16, 17, 18)",265,3171,Uses of Group 17 and 18 Elements,14,14
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3172,Occurrence of Elements,8,1
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3173,Concentration of Ores,5,2
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3174,Conversion of Ores into Oxide,6,3
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3175,Thermodynamic and Electrochemical Principles in Metallurgy,1,4
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3176,Ellingham Diagrams,2,5
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3177,Reduction of the Ores,7,6
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3178,Refining of the Ores,3,7
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,General Principles and Processes of Isolation of Metals (Metallurgy),267,3179,Extraction of Important Elements,4,8
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,Qualitative Analysis,268,3180,Basic Terminologies in Qualitative Analysis,4,1
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,Qualitative Analysis,268,3181,Preliminary Test for Radicals,3,2
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,Qualitative Analysis,268,3182,Systematic Analysis of Anionic Radicals,1,3
JEE,1,Inorganic Chemistry(IOC-2),2,Chemistry,3,Qualitative Analysis,268,3183,Systematic Analysis of Cationic Radicals,2,4
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3185,Rate of a Chemical Reaction and its measurement,7,1
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3186,Factors Influencing Rate of Reaction,3,2
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3187,Arrhenius Collision Theory,4,3
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3188,Mechanism of a Chemical Reaction and its application,5,4
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3189,Determination of Order of Reaction,2,5
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3190,Integrated Rate Equations of different orders,1,6
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Chemical Kinetics,286,3191,Radioactivity and its applications,6,7
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3192,Solutions-Properties and its Types,8,1
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3193,Osmosis and Osmotic Pressure,3,2
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3194,Concentration Terms for Solutions,9,3
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3195,Solubility,7,4
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3196,Vapour Pressure of Liquid Solutions,5,5
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3197,Raoult's Law and its applications,4,6
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3198,Ideal and Non-ideal Solutions and its properties,6,7
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3199,Colligative Properties,1,8
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3200,Relative Lowering of Vapour Pressure,9,9
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3201,Elevation in Boiling Point,10,10
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3202,Depression in Freezing Point,11,11
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solutions and Colligative properties,285,3203,Van't Hoff's Factor and its applications,2,12
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3204,Types of Solids and their properties,9,1
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3205,Crystal Lattice and Unit cells,8,2
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3206,Crystalline Solids and their Properties,7,3
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3207,Ionic Compounds,6,4
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3208,Calculations for Standard Cubical Unit Lattice,1,5
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3209,Packing Efficiency,4,6
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3210,Voids and its types,5,7
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3211,Defects in Solids,2,8
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Solid State,288,3212,Electrical and Magnetic Properties of Solids,3,9
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3213,Electrolytic and Metallic Conduction,10,1
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3214,Electrodes and Electrochemical Series,9,2
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3215,Electrolytic Cells and Electrolysis,6,3
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3216,Faraday's First and Second Law of Electrolysis,2,4
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3217,Conductance in Electrolytic Solutions,7,5
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3218,Kohlrausch's Law,4,6
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3219,Electrochemical Cells,8,7
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3220,Electrode Potential and Standard Electrode Potential,3,8
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3221,Nernst Equation and Its Application,1,9
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3222,Corrosion and Prevention,12,10
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3223,Thermodynamics of Cell and its applications,5,11
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Electrochemistry,287,3224,Types of Batteries,11,12
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3226,Adsorption,7,1
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3227,Catalysis,6,2
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3228,Colloids and its preparation,1,3
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3229,Types of Colloids,2,4
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3231,Purification and Properties of Colloidal Solutions,3,5
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3233,Emulsions,4,7
JEE,1,Physical Chemistry(PC-2),14,Chemistry,3,Surface Chemistry,289,3234,Application of Colloids,8,8
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3235,Introduction to Amines,11,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3236,Preparation of Amines,5,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3237,Physical Properties of Amines,8,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3238,Chemical Properties of Amines,2,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3239,Chemical Reactions of Amines,1,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3240,Introduction to Diazonium Salts,7,6
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3241,Preparation of Diazonium Salts,6,7
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3242,Properties of Diazonium Salts,4,8
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3243,Chemical Reactions of Diazonium Salts,3,9
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Amines,274,3244,Application of Diazonium Salts in Synthetic Organic Chemistry,9,10
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Chemistry in Everyday Life,277,3246,Drugs and their types,1,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Chemistry in Everyday Life,277,3247,Drug-Target Interaction,2,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Chemistry in Everyday Life,277,3248,Drug Action,3,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Chemistry in Everyday Life,277,3249,Chemicals in Food products,4,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Chemistry in Everyday Life,277,3250,Cleansing Action,5,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3251,"General Introduction of Alcohols, Phenols, and Ethers",12,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3252,Preparation of Alcohols,4,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3253,Physical Properties of Alcohols,9,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3254,Chemical Properties of Alcohols,1,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3255,Important Alcoholic compounds,10,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3256,Tests of Alcohols,5,6
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3257,Preparation of Phenols,11,7
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3258,Physical Properties of Phenols,8,8
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3259,Chemical Properties of Phenols,2,9
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3260,Preparation and Properties of Ethers,6,10
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3261,Physical Properties of Ethers,7,11
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Alcohols, Phenols and Ethers",272,3262,Chemical Properties of Ethers,3,12
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3263,"Introduction to Aldehydes, Ketones and Carboxylic Acids",8,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3264,Preparation of Aldehydes and Ketones,4,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3265,Physical and Chemical Properties of Aldehydes and Ketones,6,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3266,Chemical Reactions of Aldehydes and Ketones,2,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3267,"Uses of Aldehydes, Ketones and Carboxylic Acids",9,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3268,Introduction to Carboxylic Acids,7,6
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3269,Preparation of Carboxylic Acids and its Derivatives,3,7
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3270,Physical Properties of Carboxylic Acids and its Derivatives,5,8
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,"Aldehydes, Ketones and Carboxylic Acids",273,3271,Chemical Properties of Carboxylic Acids and its Derivatives,1,9
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3273,Haloalkanes and Haloarenes-Introduction,8,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3274,Classification of Haloalkanes and Haloarenes,10,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3275,Nomenclature of Haloalkanes and Haloarenes,9,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3276,Nature of C - X Bond in Haloalkanes,7,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3277,Preparations of Haloalkanes,4,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3278,Preparation of Haloarenes,5,6
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3279,Physical Properties of Haloalkanes and Haloarenes,6,7
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3280,Chemical Reactions of Haloalkanes,1,8
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3281,Nucleophilic Substitution Reactions of Haloalkanes and Haloarenes,3,9
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3282,Chemical Reactions of Haloarenes,2,10
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Haloalkanes and Haloarenes,271,3283,Polyhalogen Compounds,11,11
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3284,Carbohydrates,1,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3285,Glucose,2,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3286,Proteins and Amino Acids,3,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3287,Enzymes,5,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3288,Vitamins,6,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3289,Nucleic Acids,5,6
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Biomolecules,275,3290,Hormones,7,7
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3291,Polymers and its classification,6,1
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3292,Classification of Polymers,4,2
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3293,Methods of Polymerisation,5,3
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3294,Important Polymers,1,4
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3295,Natural and Synthetic Rubbers,2,5
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3296,Molecular Masses calculation of Polymers,3,6
JEE,1,Organic Chemistry(OC-2),12,Chemistry,3,Polymers,276,3297,Biodegradable Polymers,7,7
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3298,Introduction of Hydrocarbons,14,1
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3299,Preparation of Alkanes,6,2
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3300,Physical Properties of Alkanes,10,3
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3301,Chemical Properties of Alkanes,2,4
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3302,Preparation of Alkenes,7,5
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3303,Physical Properties of Alkenes,11,6
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3304,Chemical Properties of Alkenes,3,7
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3305,Preparation of Alkynes,8,8
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3306,Physical Properties of Alkynes,12,9
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3307,Chemical Properties of Alkynes,4,10
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3308,Introduction of Arenes or Aromatic Hydrocarbons,13,11
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3309,Preparation Method of Aromatic Hydrocarbons,5,12
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3310,Physical Properties of Aromatic Hydrocarbons,9,13
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Hydrocarbons,270,3311,Chemical Properties of Aromatic Hydrocarbons,1,14
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3312,General Introduction of Organic Chemistry,18,1
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3313,Concepts in Organic Reaction Mechanism,17,2
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3314,Homolytic and Heterolytic Fission,16,3
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3315,Electronic Effects and its applications in acids and bases,8,4
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3316,Reaction Intermediates,4,5
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3317,Application of Electronic Effect,5,6
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3318,Resonance and its applications,6,7
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3319,Types of Organic Reactions,19,8
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3320,Aromaticity and its applications,7,9
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3321,Classification of Organic Compounds,13,10
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3322,IUPAC Nomenclature of Organic Compounds,12,11
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3323,Nomenclature of Organic Compounds,11,12
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3324,Isomerism in Organic Compounds,1,13
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3325,Structural Isomerism and its types,3,14
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3326,Stereoisomerism and its classification,2,15
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3327,Purification Processes and methods of purification,9,16
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3328,Methods of Purification of Organic Compounds,10,17
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3329,Qualitative Analysis of Organic Compounds,14,18
JEE,1,Organic Chemistry(OC-1),11,Chemistry,3,Organic Chemistry- Some Basic Principles and Techniques,269,3330,Quantitative Analysis of Organic Compounds,15,19
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3332,Uncertainty in Measurement,8,1
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3333,Laws of Chemical Combination,7,2
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3334,Dalton's Atomic Theory,6,3
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3335,Atomic and Molecular Mass,9,4
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3336,Mole Concept,3,5
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3337,Calculation of Empirical and Molecular Formulae,5,6
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3338,Percentage Composition,4,7
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3339,Chemical Equations and Stoichiometry and its applications,2,8
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Some Basic Concepts of Chemistry,278,3340,Concentration Terms,1,9
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3341,Basics of Thermodynamics,8,1
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3343,First Law of Thermodynamics and its applications,1,2
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3344,Enthalpy Change of a Reaction,6,3
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3345,Different Types of Enthalpies,5,4
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3346,Hess's Law of Constant Heat Summation,7,5
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3348,Spontaneity and its applications,4,6
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3349,Entropy and Second Law of Thermodynamics,2,7
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Thermodynamics,284,3350,Relation between the Gibbs Energy Change and Equilibrium,3,8
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Ionic Equilibrium,283,3351,Ionic Equilibrium in Solution,8,1
JEE,1,Physical Chemistry(PC-1),13,Chemistry,3,Ionic Equilibrium,283,3352,Acids and Bases ionization,5,2
